"Gene ID","Transcript","# exons","Transcript length","Protein length"
"cgd6_3190","cgd6_3190-RA","4","1272","392"
"cgd6_320","cgd6_320-RA","1","2427","808"
"cgd6_3200","cgd6_3200-RA","2","1406","458"
"cgd6_3210","cgd6_3210-RA","1","1714","480"
"cgd6_3220","cgd6_3220-RA","2","1677","203"
"cgd6_3230","cgd6_3230-RA","1","2109","542"
"cgd6_3240","cgd6_3240-RA","1","1758","585"
"cgd6_3250","cgd6_3250-RA","1","789","225"
"cgd6_3253","cgd6_3253-RA","2","381","78"
"cgd6_3260","cgd6_3260-RA","1","2631","876"
"cgd6_3270","cgd6_3270-RA","1","1113","315"
"cgd6_3280","cgd6_3280-RA","1","3093","1030"
"cgd6_3290","cgd6_3290-RA","1","5980","1871"
"cgd6_330","cgd6_330-RA","3","795","177"
"cgd6_3300","cgd6_3300-RA","1","936","293"
"cgd6_3313","cgd6_3313-RA","4","1303","378"
"cgd6_3330","cgd6_3330-RA","1","3237","1036"
"cgd6_3340","cgd6_3340-RA","1","683","137"
"cgd6_3350","cgd6_3350-RA","1","1173","390"
"cgd6_3360","cgd6_3360-RA","4","1070","322"
"cgd6_3370","cgd6_3370-RA","1","1591","464"
"cgd6_3380","cgd6_3380-RA","1","1299","429"
"cgd6_3390","cgd6_3390-RA","1","6477","2158"
"cgd6_340","cgd6_340-RA","3","588","195"
"cgd6_3400","cgd6_3400-RA","1","2940","979"
"cgd6_3410","cgd6_3410-RA","1","2787","928"
"cgd6_3420","cgd6_3420-RA","1","2483","792"
"cgd6_3430","cgd6_3430-RA","1","882","293"
"cgd6_3440","cgd6_3440-RA","1","570","189"
"cgd6_3450","cgd6_3450-RA","2","741","246"
"cgd6_3460","cgd6_3460-RA","1","2343","780"
"cgd6_3470","cgd6_3470-RA","1","732","243"
"cgd6_3480","cgd6_3480-RA","3","1248","249"
"cgd6_3490","cgd6_3490-RA","2","901","205"
"cgd6_3500","cgd6_3500-RA","3","958","304"
"cgd6_3510","cgd6_3510-RA","1","600","199"
"cgd6_3520","cgd6_3520-RA","1","4200","1399"
"cgd6_3530","cgd6_3530-RA","1","2394","629"
"cgd6_3540","cgd6_3540-RA","1","912","303"
"cgd6_3550","cgd6_3550-RA","2","1053","350"
"cgd6_3560","cgd6_3560-RA","1","1620","539"
"cgd6_3565","cgd6_3565-RA","1","71","N/A"
"cgd6_3570","cgd6_3570-RA","1","3000","910"
"cgd6_3580","cgd6_3580-RA","1","828","275"
"cgd6_3590","cgd6_3590-RA","1","1423","422"
"cgd6_360","cgd6_360-RA","1","372","123"
"cgd6_3600","cgd6_3600-RA","1","750","249"
"cgd6_3610","cgd6_3610-RA","2","1350","430"
"cgd6_3620","cgd6_3620-RA","1","1191","396"
"cgd6_3623","cgd6_3623-RA","4","1104","367"
"cgd6_3630","cgd6_3630-RA","1","2013","670"
"cgd6_3640","cgd6_3640-RA","1","1728","575"
"cgd6_3650","cgd6_3650-RA","1","6993","2330"
"cgd6_3660","cgd6_3660-RA","1","1224","407"
"cgd6_3663","cgd6_3663-RA","4","553","145"
"cgd6_3670","cgd6_3670-RA","1","633","210"
"cgd6_3680","cgd6_3680-RA","1","1740","577"
"cgd6_3690","cgd6_3690-RA","1","1506","501"
"cgd6_3710","cgd6_3710-RA","1","180","58"
"cgd6_3715","cgd6_3715-RA","1","72","N/A"
"cgd6_3720","cgd6_3720-RA","2","855","284"
"cgd6_3730","cgd6_3730-RA","1","6810","2269"
"cgd6_3740","cgd6_3740-RA","4","516","159"
"cgd6_3750","cgd6_3750-RA","1","1929","636"
"cgd6_3760","cgd6_3760-RA","1","2669","805"
"cgd6_3763","cgd6_3763-RA","1","471","78"
"cgd6_3770","cgd6_3770-RA","1","1113","323"
"cgd6_3780","cgd6_3780-RA","1","630","209"
"cgd6_3790","cgd6_3790-RA","1","1736","339"
"cgd6_380","cgd6_380-RA","1","444","147"
"cgd6_3800","cgd6_3800-RA","1","1672","518"
"cgd6_3810","cgd6_3810-RA","1","996","277"
"cgd6_3820","cgd6_3820-RA","1","1404","467"
"cgd6_3830","cgd6_3830-RA","3","645","212"
"cgd6_3840","cgd6_3840-RA","1","2160","719"
"cgd6_3850","cgd6_3850-RA","1","405","134"
"cgd6_3860","cgd6_3860-RA","1","3309","1102"
"cgd6_3863","cgd6_3863-RA","4","264","87"
"cgd6_3870","cgd6_3870-RA","1","1623","540"
"cgd6_3880","cgd6_3880-RA","1","1422","319"
"cgd6_3890","cgd6_3890-RA","1","330","109"
"cgd6_390","cgd6_390-RA","1","2538","845"
"cgd6_3900","cgd6_3900-RA","1","1035","344"
"cgd6_3910","cgd6_3910-RA","1","1551","516"
"cgd6_3920","cgd6_3920-RA","1","2646","789"
"cgd6_3930","cgd6_3930-RA","2","2695","884"
"cgd6_3940","cgd6_3940-RA","1","879","203"
"cgd6_3950","cgd6_3950-RA","1","2886","961"
"cgd6_3960","cgd6_3960-RA","1","3474","1100"
"cgd6_3970","cgd6_3970-RA","1","660","219"
"cgd6_3980","cgd6_3980-RA","1","474","157"
"cgd6_3990","cgd6_3990-RA","1","1308","435"
"cgd6_40","cgd6_40-RA","1","579","192"
"cgd6_400","cgd6_400-RA","1","1352","327"
"cgd6_4000","cgd6_4000-RA","1","1938","645"
"cgd6_4010","cgd6_4010-RA","1","486","161"
"cgd6_4020","cgd6_4020-RA","1","3621","1206"
"cgd6_4030","cgd6_4030-RA","1","3114","1037"
"cgd6_4040","cgd6_4040-RA","1","3770","1204"
"cgd6_4050","cgd6_4050-RA","1","2403","800"
"cgd6_4060","cgd6_4060-RA","2","615","141"
"cgd6_4070","cgd6_4070-RA","1","2263","691"
"cgd6_4080","cgd6_4080-RA","1","1729","506"
"cgd6_4090","cgd6_4090-RA","1","1032","343"
"cgd6_410","cgd6_410-RA","1","1461","262"
"cgd6_4100","cgd6_4100-RA","1","306","101"
"cgd6_4110","cgd6_4110-RA","1","5305","1698"
"cgd6_4120","cgd6_4120-RA","1","868","157"
"cgd6_4130","cgd6_4130-RA","1","897","298"
"cgd6_4140","cgd6_4140-RA","1","2091","696"
"cgd6_4150","cgd6_4150-RA","1","4917","1638"
"cgd6_4153","cgd6_4153-RA","6","525","140"
"cgd6_4160","cgd6_4160-RA","1","1089","362"
"cgd6_4170","cgd6_4170-RA","1","3003","1000"
"cgd6_4180","cgd6_4180-RA","3","496","158"
"cgd6_4190","cgd6_4190-RA","1","669","222"
"cgd6_420","cgd6_420-RA","1","1134","377"
"cgd6_4200","cgd6_4200-RA","1","1515","504"
"cgd6_4210","cgd6_4210-RA","1","3555","1184"
"cgd6_4220","cgd6_4220-RA","1","1419","365"
"cgd6_4230","cgd6_4230-RA","1","1470","489"
"cgd6_4240","cgd6_4240-RA","1","1530","509"
"cgd6_4250","cgd6_4250-RA","1","2862","947"
"cgd6_4260","cgd6_4260-RA","1","732","243"
"cgd6_4270","cgd6_4270-RA","1","804","267"
"cgd6_4280","cgd6_4280-RA","1","1371","456"
"cgd6_4290","cgd6_4290-RA","1","11418","3805"
"cgd6_430","cgd6_430-RA","2","414","137"
"cgd6_4300","cgd6_4300-RA","1","2175","724"
"cgd6_4310","cgd6_4310-RA","1","5796","1931"
"cgd6_4320","cgd6_4320-RA","1","972","196"
"cgd6_4330","cgd6_4330-RA","1","954","317"
"cgd6_4340","cgd6_4340-RA","1","4669","1480"
"cgd6_4350","cgd6_4350-RA","1","1299","432"
"cgd6_4360","cgd6_4360-RA","1","708","235"
"cgd6_4370","cgd6_4370-RA","1","1793","556"
"cgd6_4380","cgd6_4380-RA","1","1491","496"
"cgd6_4390","cgd6_4390-RA","1","1734","577"
"cgd6_440","cgd6_440-RA","1","1602","533"
"cgd6_4400","cgd6_4400-RA","1","2160","688"
"cgd6_4410","cgd6_4410-RA","1","3255","1084"
"cgd6_4420","cgd6_4420-RA","1","2973","990"
"cgd6_4430","cgd6_4430-RA","1","1005","334"
"cgd6_4440","cgd6_4440-RA","1","1251","416"
"cgd6_4450","cgd6_4450-RA","1","366","95"
"cgd6_4460","cgd6_4460-RA","1","7677","2535"
"cgd6_4470","cgd6_4470-RA","1","2268","725"
"cgd6_4480","cgd6_4480-RA","1","1527","496"
"cgd6_4485","cgd6_4485-RA","1","73","N/A"
"cgd6_4490","cgd6_4490-RA","1","651","213"
"cgd6_450","cgd6_450-RA","1","1083","360"
"cgd6_4500","cgd6_4500-RA","1","3108","1035"
"cgd6_4510","cgd6_4510-RA","1","1950","649"
"cgd6_4520","cgd6_4520-RA","4","1986","633"
"cgd6_4530","cgd6_4530-RA","2","2860","935"
"cgd6_4540","cgd6_4540-RA","1","972","323"
"cgd6_4550","cgd6_4550-RA","1","2766","921"
"cgd6_4560","cgd6_4560-RA","1","5775","1897"
"cgd6_4570","cgd6_4570-RA","1","1446","481"
"cgd6_4580","cgd6_4580-RA","1","960","319"
"cgd6_4590","cgd6_4590-RA","1","975","324"
"cgd6_460","cgd6_460-RA","1","576","191"
"cgd6_4600","cgd6_4600-RA","1","549","182"
"cgd6_4610","cgd6_4610-RA","3","996","315"
"cgd6_4620","cgd6_4620-RA","3","451","139"
"cgd6_4630","cgd6_4630-RA","1","627","208"
"cgd6_4640","cgd6_4640-RA","7","1869","622"
"cgd6_4650","cgd6_4650-RA","2","3105","968"
"cgd6_4660","cgd6_4660-RA","1","1581","526"
"cgd6_4670","cgd6_4670-RA","3","1596","531"
"cgd6_4680","cgd6_4680-RA","1","1674","557"
"cgd6_4690","cgd6_4690-RA","1","2076","691"
"cgd6_470","cgd6_470-RA","1","1356","451"
"cgd6_4700","cgd6_4700-RA","1","3852","1283"
"cgd6_4710","cgd6_4710-RA","1","2421","806"
"cgd6_4730","cgd6_4730-RA","1","837","278"
"cgd6_4740","cgd6_4740-RA","1","834","277"
"cgd6_4750","cgd6_4750-RA","1","3096","1031"
"cgd6_4760","cgd6_4760-RA","2","1338","444"
"cgd6_4770","cgd6_4770-RA","1","1029","342"
"cgd6_4780","cgd6_4780-RA","1","1221","406"
"cgd6_4783","cgd6_4783-RA","3","425","70"
"cgd6_4790","cgd6_4790-RA","1","3531","1158"
"cgd6_480","cgd6_480-RA","1","1227","408"
"cgd6_4800","cgd6_4800-RA","1","1320","439"
"cgd6_4810","cgd6_4810-RA","1","327","108"
"cgd6_4820","cgd6_4820-RA","1","324","107"
"cgd6_4830","cgd6_4830-RA","1","1722","543"
"cgd6_4840","cgd6_4840-RA","2","4038","1324"
"cgd6_4850","cgd6_4850-RA","1","1731","552"
"cgd6_4860","cgd6_4860-RA","1","2217","712"
"cgd6_4870","cgd6_4870-RA","1","1695","564"
"cgd6_4880","cgd6_4880-RA","1","1206","401"
"cgd6_4890","cgd6_4890-RA","1","1341","446"
"cgd6_490","cgd6_490-RA","1","1816","437"
"cgd6_4900","cgd6_4900-RA","2","369","94"
"cgd6_4910","cgd6_4910-RA","1","1764","587"
"cgd6_4920","cgd6_4920-RA","1","1722","573"
"cgd6_4925","cgd6_4925-RA","1","82","N/A"
"cgd6_4930","cgd6_4930-RA","1","2655","884"
"cgd6_4940","cgd6_4940-RA","1","1359","452"
"cgd6_4950","cgd6_4950-RA","1","789","262"
"cgd6_4960","cgd6_4960-RA","2","1338","445"
"cgd6_4970","cgd6_4970-RA","1","1857","618"
"cgd6_4980","cgd6_4980-RA","1","384","127"
"cgd6_4990","cgd6_4990-RA","1","1152","383"
"cgd6_4993","cgd6_4993-RA","1","254","70"
"cgd6_50","cgd6_50-RA","1","525","174"
"cgd6_500","cgd6_500-RA","1","5904","1967"
"cgd6_5000","cgd6_5000-RA","1","3864","1287"
"cgd6_5030","cgd6_5030-RA","1","528","175"
"cgd6_5040","cgd6_5040-RA","2","861","286"
"cgd6_5050","cgd6_5050-RA","4","1112","365"
"cgd6_5060","cgd6_5060-RA","1","2010","669"
"cgd6_5070","cgd6_5070-RA","1","1464","487"
"cgd6_5080","cgd6_5080-RA","1","1611","531"
"cgd6_5090","cgd6_5090-RA","1","1722","573"
"cgd6_510","cgd6_510-RA","1","1214","225"
"cgd6_5100","cgd6_5100-RA","1","1323","440"
"cgd6_5103","cgd6_5103-RA","2","462","116"
"cgd6_5110","cgd6_5110-RA","1","8136","2711"
"cgd6_5120","cgd6_5120-RA","1","687","221"
"cgd6_5130","cgd6_5130-RA","1","1395","464"
"cgd6_5140","cgd6_5140-RA","1","1410","469"
"cgd6_5150","cgd6_5150-RA","1","1380","459"
"cgd6_5160","cgd6_5160-RA","1","1032","343"
"cgd6_5170","cgd6_5170-RA","1","2478","825"
"cgd6_5180","cgd6_5180-RA","1","2208","735"
"cgd6_520","cgd6_520-RA","1","3312","1103"
"cgd6_5220","cgd6_5220-RA","1","1929","642"
"cgd6_5230","cgd6_5230-RA","1","1368","455"
"cgd6_5240","cgd6_5240-RA","1","2055","684"
"cgd6_5250","cgd6_5250-RA","1","6699","2232"
"cgd6_5260","cgd6_5260-RA","1","2253","750"
"cgd6_5270","cgd6_5270-RA","1","483","160"
"cgd6_5280","cgd6_5280-RA","1","3345","1114"
"cgd6_530","cgd6_530-RA","1","2226","741"
"cgd6_5310","cgd6_5310-RA","1","3909","1302"
"cgd6_5320","cgd6_5320-RA","1","2811","936"
"cgd6_5330","cgd6_5330-RA","1","2721","906"
"cgd6_5340","cgd6_5340-RA","1","1698","565"
"cgd6_5350","cgd6_5350-RA","1","2349","699"
"cgd6_5360","cgd6_5360-RA","1","1461","486"
"cgd6_5370","cgd6_5370-RA","1","1038","345"
"cgd6_5380","cgd6_5380-RA","1","4233","1410"
"cgd6_5390","cgd6_5390-RA","1","1632","543"
"cgd6_540","cgd6_540-RA","1","2841","946"
"cgd6_5400","cgd6_5400-RA","1","2004","667"
"cgd6_5410","cgd6_5410-RA","1","2136","711"
"cgd6_5420","cgd6_5420-RA","1","3951","1316"
"cgd6_5430","cgd6_5430-RA","1","1347","448"
"cgd6_5440","cgd6_5440-RA","1","3834","1277"
"cgd6_5450","cgd6_5450-RA","1","1962","643"
"cgd6_5460","cgd6_5460-RA","1","1290","429"
"cgd6_5470","cgd6_5470-RA","1","819","272"
"cgd6_5480","cgd6_5480-RA","1","690","229"
"cgd6_5490","cgd6_5490-RA","1","705","234"
"cgd6_550","cgd6_550-RA","1","1641","546"
"cgd6_5500","cgd6_5500-RA","1","885","294"
"cgd6_5510","cgd6_5510-RA","1","1473","490"
"cgd6_5520","cgd6_5520-RA","1","1713","570"
"cgd6_560","cgd6_560-RA","1","3012","991"
"cgd6_570","cgd6_570-RA","1","441","139"
"cgd6_580","cgd6_580-RA","1","3591","1196"
"cgd6_590","cgd6_590-RA","1","3597","1049"
"cgd6_60","cgd6_60-RA","1","4689","1562"
"cgd6_600","cgd6_600-RA","2","1071","313"
"cgd6_610","cgd6_610-RA","2","1920","639"
"cgd6_620","cgd6_620-RA","1","1580","341"
"cgd6_630","cgd6_630-RA","1","561","178"
"cgd6_640","cgd6_640-RA","1","2745","914"
"cgd6_650","cgd6_650-RA","1","2580","859"
"cgd6_660","cgd6_660-RA","1","1902","633"
"cgd6_670","cgd6_670-RA","1","4824","1607"
"cgd6_680","cgd6_680-RA","1","4998","1665"
"cgd6_690","cgd6_690-RA","1","1059","352"
"cgd6_70","cgd6_70-RA","1","1299","432"
"cgd6_700","cgd6_700-RA","1","1020","339"
"cgd6_710","cgd6_710-RA","1","1371","456"
"cgd6_720","cgd6_720-RA","1","3267","1088"
"cgd6_730","cgd6_730-RA","1","5814","1937"
"cgd6_740","cgd6_740-RA","1","1350","447"
"cgd6_750","cgd6_750-RA","1","1023","340"
"cgd6_760","cgd6_760-RA","1","2973","990"
"cgd6_763","cgd6_763-RA","1","321","71"
"cgd6_770","cgd6_770-RA","1","777","258"
"cgd6_780","cgd6_780-RA","2","1878","625"
"cgd6_80","cgd6_80-RA","1","1383","444"
"cgd6_800","cgd6_800-RA","2","1374","457"
"cgd6_810","cgd6_810-RA","1","1260","419"
"cgd6_820","cgd6_820-RA","1","915","304"
"cgd6_830","cgd6_830-RA","1","9118","3021"
"cgd6_840","cgd6_840-RA","1","1522","408"
"cgd6_850","cgd6_850-RA","1","1575","519"
"cgd6_860","cgd6_860-RA","1","780","259"
"cgd6_870","cgd6_870-RA","1","2284","297"
"cgd6_876","cgd6_876-RA","1","73","N/A"
"cgd6_880","cgd6_880-RA","1","6092","1891"
"cgd6_890","cgd6_890-RA","1","516","171"
"cgd6_90","cgd6_90-RA","1","2340","779"
"cgd6_900","cgd6_900-RA","1","2142","713"
"cgd6_910","cgd6_910-RA","1","480","126"
"cgd6_920","cgd6_920-RA","3","1472","393"
"cgd6_930","cgd6_930-RA","1","1264","385"
"cgd6_940","cgd6_940-RA","1","1913","548"
"cgd6_950","cgd6_950-RA","1","1323","440"
"cgd6_960","cgd6_960-RA","2","1746","581"
"cgd6_970","cgd6_970-RA","4","1102","308"
"cgd6_980","cgd6_980-RA","1","1404","467"
"cgd6_990","cgd6_990-RA","1","1116","281"
"cgd7_10","cgd7_10-RA","1","3288","772"
"cgd7_100","cgd7_100-RA","1","1035","333"
"cgd7_1000","cgd7_1000-RA","1","1053","350"
"cgd7_1010","cgd7_1010-RA","1","17587","5832"
"cgd7_1020","cgd7_1020-RA","1","435","144"
"cgd7_1030","cgd7_1030-RA","1","753","250"
"cgd7_1040","cgd7_1040-RA","1","679","183"
"cgd7_1050","cgd7_1050-RA","1","1320","439"
"cgd7_1060","cgd7_1060-RA","1","1044","347"
"cgd7_1070","cgd7_1070-RA","2","1224","103"
"cgd7_1080","cgd7_1080-RA","1","1050","349"
"cgd7_1090","cgd7_1090-RA","1","1191","396"
"cgd7_110","cgd7_110-RA","1","3021","1006"
"cgd7_1100","cgd7_1100-RA","1","2013","670"
"cgd7_1110","cgd7_1110-RA","1","1649","409"
"cgd7_1120","cgd7_1120-RA","1","2281","579"
"cgd7_1130","cgd7_1130-RA","1","4603","1352"
"cgd7_1140","cgd7_1140-RA","1","2335","777"
"cgd7_1143","cgd7_1143-RA","1","1102","366"
"cgd7_1150","cgd7_1150-RA","1","3576","1191"
"cgd7_1160","cgd7_1160-RA","1","4912","1396"
"cgd7_1170","cgd7_1170-RA","1","3356","1074"
"cgd7_1180","cgd7_1180-RA","1","684","227"
"cgd7_1190","cgd7_1190-RA","1","2484","827"
"cgd7_120","cgd7_120-RA","2","1120","348"
"cgd7_1200","cgd7_1200-RA","1","3042","1013"
"cgd7_1210","cgd7_1210-RA","1","612","203"
"cgd7_1220","cgd7_1220-RA","1","1788","595"
"cgd7_1230","cgd7_1230-RA","1","1564","457"
"cgd7_1240","cgd7_1240-RA","1","987","328"
"cgd7_1250","cgd7_1250-RA","1","306","101"
"cgd7_1260","cgd7_1260-RA","1","3129","1041"
"cgd7_1270","cgd7_1270-RA","1","13043","4157"
"cgd7_1280","cgd7_1280-RA","1","983","187"
"cgd7_1290","cgd7_1290-RA","1","1740","579"
"cgd7_13","cgd7_13-RA","1","3233","776"
"cgd7_130","cgd7_130-RA","2","1174","148"
"cgd7_1300","cgd7_1300-RA","1","4452","1483"
"cgd7_1310","cgd7_1310-RA","3","2218","669"
"cgd7_1320","cgd7_1320-RA","1","1563","520"
"cgd7_1330","cgd7_1330-RA","1","2502","820"
"cgd7_1340","cgd7_1340-RA","1","3879","1084"
"cgd7_1350","cgd7_1350-RA","1","1504","402"
"cgd7_1360","cgd7_1360-RA","1","3039","1012"
"cgd7_1370","cgd7_1370-RA","1","582","193"
"cgd7_1380","cgd7_1380-RA","1","1017","338"
"cgd7_1390","cgd7_1390-RA","1","1002","333"
"cgd7_140","cgd7_140-RA","1","1797","598"
"cgd7_1400","cgd7_1400-RA","1","2193","730"
"cgd7_1410","cgd7_1410-RA","1","2236","627"
"cgd7_1420","cgd7_1420-RA","1","378","125"
"cgd7_1430","cgd7_1430-RA","1","1392","463"
"cgd7_1440","cgd7_1440-RA","1","1950","649"
"cgd7_1450","cgd7_1450-RA","1","1110","369"
"cgd7_1460","cgd7_1460-RA","1","261","82"
"cgd7_1470","cgd7_1470-RA","1","1035","344"
"cgd7_1480","cgd7_1480-RA","1","1506","501"
"cgd7_1490","cgd7_1490-RA","1","1782","593"
"cgd7_150","cgd7_150-RA","1","663","220"
"cgd7_1500","cgd7_1500-RA","1","3045","1014"
"cgd7_1510","cgd7_1510-RA","1","3098","931"
"cgd7_1520","cgd7_1520-RA","6","977","291"
"cgd7_1530","cgd7_1530-RA","1","1623","404"
"cgd7_1540","cgd7_1540-RA","3","1788","532"
"cgd7_1550","cgd7_1550-RA","1","2523","840"
"cgd7_1560","cgd7_1560-RA","1","804","259"
"cgd7_1570","cgd7_1570-RA","1","384","127"
"cgd7_1573","cgd7_1573-RA","2","308","84"
"cgd7_1580","cgd7_1580-RA","1","2466","821"
"cgd7_1583","cgd7_1583-RA","1","4622","1458"
"cgd7_1590","cgd7_1590-RA","3","1002","214"
"cgd7_160","cgd7_160-RA","3","1051","273"
"cgd7_1600","cgd7_1600-RA","1","669","222"
"cgd7_1610","cgd7_1610-RA","1","3467","1002"
"cgd7_1620","cgd7_1620-RA","1","582","146"
"cgd7_1630","cgd7_1630-RA","1","2291","682"
"cgd7_1640","cgd7_1640-RA","1","1548","500"
"cgd7_1650","cgd7_1650-RA","1","1549","344"
"cgd7_1653","cgd7_1653-RA","1","385","90"
"cgd7_1660","cgd7_1660-RA","2","817","239"
"cgd7_1670","cgd7_1670-RA","1","3399","1090"
"cgd7_1680","cgd7_1680-RA","2","648","215"
"cgd7_1690","cgd7_1690-RA","1","1029","342"
"cgd7_1693","cgd7_1693-RA","4","644","88"
"cgd7_170","cgd7_170-RA","9","1142","345"
"cgd7_1700","cgd7_1700-RA","1","877","131"
"cgd7_1710","cgd7_1710-RA","1","2292","763"
"cgd7_1713","cgd7_1713-RA","2","490","98"
"cgd7_1720","cgd7_1720-RA","5","662","209"
"cgd7_1730","cgd7_1730-RA","1","4671","1556"
"cgd7_1740","cgd7_1740-RA","1","1356","451"
"cgd7_1750","cgd7_1750-RA","1","1218","405"
"cgd7_1760","cgd7_1760-RA","2","3888","1288"
"cgd7_1770","cgd7_1770-RA","1","321","106"
"cgd7_1780","cgd7_1780-RA","1","3912","1303"
"cgd7_1790","cgd7_1790-RA","1","2991","914"
"cgd7_1793","cgd7_1793-RA","4","657","163"
"cgd7_180","cgd7_180-RA","1","441","146"
"cgd7_1800","cgd7_1800-RA","1","4137","1378"
"cgd7_1810","cgd7_1810-RA","1","2043","680"
"cgd7_1820","cgd7_1820-RA","1","621","206"
"cgd7_1830","cgd7_1830-RA","1","1965","654"
"cgd7_1840","cgd7_1840-RA","1","2179","676"
"cgd7_1850","cgd7_1850-RA","1","4101","1317"
"cgd7_1860","cgd7_1860-RA","1","612","203"
"cgd7_1873","cgd7_1873-RA","2","588","171"
"cgd7_1890","cgd7_1890-RA","1","2457","818"
"cgd7_190","cgd7_190-RA","4","1358","383"
"cgd7_1900","cgd7_1900-RA","1","1707","568"
"cgd7_1910","cgd7_1910-RA","1","2811","928"
"cgd7_1920","cgd7_1920-RA","1","435","110"
"cgd7_1930","cgd7_1930-RA","1","3327","1108"
"cgd7_1940","cgd7_1940-RA","1","1695","564"
"cgd7_1950","cgd7_1950-RA","1","570","189"
"cgd7_1960","cgd7_1960-RA","1","2098","579"
"cgd7_1970","cgd7_1970-RA","1","1476","490"
"cgd7_1980","cgd7_1980-RA","1","1479","490"
"cgd7_1990","cgd7_1990-RA","3","619","110"
"cgd7_20","cgd7_20-RA","2","651","216"
"cgd7_200","cgd7_200-RA","1","1059","352"
"cgd7_2000","cgd7_2000-RA","1","2553","850"
"cgd7_2010","cgd7_2010-RA","1","1914","637"
"cgd7_2013","cgd7_2013-RA","1","596","183"
"cgd7_2030","cgd7_2030-RA","1","900","297"
"cgd7_2035","cgd7_2035-RA","1","82","N/A"
"cgd7_2040","cgd7_2040-RA","1","418","84"
"cgd7_2050","cgd7_2050-RA","1","1170","383"
"cgd7_2060","cgd7_2060-RA","1","656","197"
"cgd7_2070","cgd7_2070-RA","1","3153","1050"
"cgd7_2080","cgd7_2080-RA","1","1494","497"
"cgd7_2090","cgd7_2090-RA","1","1374","457"
"cgd7_210","cgd7_210-RA","1","939","312"
"cgd7_2100","cgd7_2100-RA","1","7102","2266"
"cgd7_2110","cgd7_2110-RA","1","1016","261"
"cgd7_2120","cgd7_2120-RA","3","552","181"
"cgd7_2130","cgd7_2130-RA","1","912","303"
"cgd7_2140","cgd7_2140-RA","2","1495","490"
"cgd7_2150","cgd7_2150-RA","2","670","216"
"cgd7_2153","cgd7_2153-RA","2","499","80"
"cgd7_2160","cgd7_2160-RA","1","1389","460"
"cgd7_2170","cgd7_2170-RA","1","2361","786"
"cgd7_2180","cgd7_2180-RA","1","858","285"
"cgd7_2183","cgd7_2183-RA","2","826","187"
"cgd7_2190","cgd7_2190-RA","1","582","193"
"cgd7_220","cgd7_220-RA","1","639","212"
"cgd7_2200","cgd7_2200-RA","1","597","198"
"cgd7_2230","cgd7_2230-RA","1","2505","827"
"cgd7_2240","cgd7_2240-RA","1","1770","544"
"cgd7_2250","cgd7_2250-RA","1","906","221"
"cgd7_2260","cgd7_2260-RA","1","999","332"
"cgd7_2270","cgd7_2270-RA","1","1119","372"
"cgd7_2280","cgd7_2280-RA","1","399","128"
"cgd7_2290","cgd7_2290-RA","4","597","198"
"cgd7_230","cgd7_230-RA","1","876","291"
"cgd7_2300","cgd7_2300-RA","1","501","160"
"cgd7_2310","cgd7_2310-RA","1","1656","551"
"cgd7_2320","cgd7_2320-RA","1","1020","339"
"cgd7_2330","cgd7_2330-RA","1","840","193"
"cgd7_2340","cgd7_2340-RA","1","6672","2223"
"cgd7_2343","cgd7_2343-RA","1","408","99"
"cgd7_2350","cgd7_2350-RA","1","528","175"
"cgd7_2360","cgd7_2360-RA","1","1398","465"
"cgd7_2370","cgd7_2370-RA","1","858","285"
"cgd7_2380","cgd7_2380-RA","1","1299","408"
"cgd7_2390","cgd7_2390-RA","1","1536","511"
"cgd7_2393","cgd7_2393-RA","1","664","206"
"cgd7_240","cgd7_240-RA","1","912","303"
"cgd7_2400","cgd7_2400-RA","1","494","76"
"cgd7_2410","cgd7_2410-RA","1","1239","412"
"cgd7_2420","cgd7_2420-RA","1","348","115"
"cgd7_2430","cgd7_2430-RA","1","1383","460"
"cgd7_2440","cgd7_2440-RA","1","5370","1789"
"cgd7_2450","cgd7_2450-RA","1","1365","454"
"cgd7_2460","cgd7_2460-RA","1","1140","379"
"cgd7_2470","cgd7_2470-RA","1","699","232"
"cgd7_2480","cgd7_2480-RA","1","723","240"
"cgd7_2483","cgd7_2483-RA","2","436","105"
"cgd7_2490","cgd7_2490-RA","1","1161","386"
"cgd7_250","cgd7_250-RA","1","2259","752"
"cgd7_2500","cgd7_2500-RA","3","648","161"
"cgd7_2510","cgd7_2510-RA","1","735","244"
"cgd7_2513","cgd7_2513-RA","1","384","44"
"cgd7_2520","cgd7_2520-RA","2","770","215"
"cgd7_2530","cgd7_2530-RA","1","7164","2387"
"cgd7_2540","cgd7_2540-RA","1","363","120"
"cgd7_2550","cgd7_2550-RA","2","702","233"
"cgd7_2560","cgd7_2560-RA","1","2205","734"
"cgd7_2570","cgd7_2570-RA","1","3567","1188"
"cgd7_2583","cgd7_2583-RA","2","2979","992"
"cgd7_2600","cgd7_2600-RA","1","4419","1472"
"cgd7_2610","cgd7_2610-RA","1","1743","580"
"cgd7_2620","cgd7_2620-RA","1","3792","1263"
"cgd7_2630","cgd7_2630-RA","1","1740","484"
"cgd7_2640","cgd7_2640-RA","1","960","319"
"cgd7_2650","cgd7_2650-RA","1","1221","406"
"cgd7_2660","cgd7_2660-RA","1","2106","701"
"cgd7_2670","cgd7_2670-RA","1","963","320"
"cgd7_2680","cgd7_2680-RA","1","1882","453"
