chr;start;end;gene
chr8;1159847;1160431;cgd8_4670
chr8;1160532;1161530;cgd8_4680
chr8;1162071;1165145;cgd8_4690
chr8;111236;112225;cgd8_470
chr8;1165974;1166843;cgd8_4700
chr8;1167063;1168880;cgd8_4710
chr8;1169694;1171058;cgd8_4720
chr8;1171220;1172908;cgd8_4730
chr8;1173599;1174813;cgd8_4740
chr8;1175118;1175783;cgd8_4743
chr8;1175987;1176068;cgd8_4745
chr8;1176323;1177879;cgd8_4750
chr8;1178244;1179681;cgd8_4760
chr8;1180168;1186065;cgd8_4770
chr8;1186486;1191810;cgd8_4780
chr8;1192346;1192975;cgd8_4783
chr8;1193128;1194064;cgd8_4790
chr8;113025;116073;cgd8_480
chr8;1195209;1199183;cgd8_4800
chr8;1200120;1202408;cgd8_4810
chr8;1202922;1203932;cgd8_4813
chr8;1203501;1204126;cgd8_4820
chr8;1205101;1206528;cgd8_4830
chr8;1208492;1216035;cgd8_4840
chr8;1216286;1219762;cgd8_4850
chr8;1220230;1222444;cgd8_4860
chr8;1222831;1224162;cgd8_4870
chr8;1224676;1226180;cgd8_4880
chr8;1226331;1227302;cgd8_4890
chr8;116724;119495;cgd8_490
chr8;1227334;1228084;cgd8_4900
chr8;1228370;1234629;cgd8_4910
chr8;1234996;1235934;cgd8_4920
chr8;1236312;1238195;cgd8_4930
chr8;1238889;1243142;cgd8_4940
chr8;1243233;1247618;cgd8_4950
chr8;1247675;1250186;cgd8_4960
chr8;1250861;1256600;cgd8_4970
chr8;1255249;1255357;cgd8_4975
chr8;1256293;1256364;cgd8_4976
chr8;1256715;1257095;cgd8_4980
chr8;1257249;1258385;cgd8_4990
chr8;17180;18688;cgd8_50
chr8;119944;120417;cgd8_500
chr8;1259015;1259908;cgd8_5000
chr8;1260492;1261007;cgd8_5010
chr8;1261159;1261635;cgd8_5020
chr8;120738;121680;cgd8_503
chr8;1263161;1264135;cgd8_5030
chr8;1264419;1264739;cgd8_5040
chr8;1265535;1266666;cgd8_5050
chr8;1267169;1267627;cgd8_5060
chr8;1267740;1268226;cgd8_5070
chr8;1268349;1269743;cgd8_5080
chr8;1269913;1270833;cgd8_5090
chr8;121619;123611;cgd8_510
chr8;1270907;1271431;cgd8_5100
chr8;1271721;1272212;cgd8_5110
chr8;1272673;1273827;cgd8_5120
chr8;1273849;1273921;cgd8_5125
chr8;1274186;1275010;cgd8_5130
chr8;1275273;1276154;cgd8_5140
chr8;1276496;1279591;cgd8_5150
chr8;1279551;1281151;cgd8_5160
chr8;1281128;1281793;cgd8_5170
chr8;1282299;1283745;cgd8_5180
chr8;1283626;1287070;cgd8_5183
chr8;1287125;1291623;cgd8_5190
chr8;1291826;1291897;cgd8_5195
chr8;123886;124989;cgd8_520
chr8;1291968;1293195;cgd8_5200
chr8;1293391;1296714;cgd8_5210
chr8;1297465;1298496;cgd8_5220
chr8;126466;126959;cgd8_523
chr8;1298598;1299302;cgd8_5230
chr8;1299722;1300492;cgd8_5240
chr8;1300542;1301698;cgd8_5250
chr8;1301649;1301698;cgd8_5253
chr8;1301779;1303463;cgd8_5260
chr8;1303657;1305288;cgd8_5270
chr8;1305392;1306733;cgd8_5280
chr8;1306914;1313807;cgd8_5290
chr8;127753;128469;cgd8_530
chr8;1313874;1316496;cgd8_5300
chr8;1316760;1320593;cgd8_5310
chr8;1320602;1323374;cgd8_5323
chr8;1323613;1327201;cgd8_5340
chr8;1327726;1330257;cgd8_5350
chr8;1330490;1331275;cgd8_5360
chr8;1332235;1332711;cgd8_5370
chr8;1333804;1334610;cgd8_5380
chr8;1335319;1335864;cgd8_5390
chr8;128483;130960;cgd8_540
chr8;1336326;1338005;cgd8_5400
chr8;1338561;1339214;cgd8_5410
chr8;1339352;1341112;cgd8_5420
chr8;133403;142173;cgd8_550
chr8;142320;143073;cgd8_560
chr8;143142;146424;cgd8_570
chr8;146835;147560;cgd8_580
chr8;147763;148758;cgd8_590
chr8;18785;19984;cgd8_60
chr8;149567;151528;cgd8_600
chr8;151545;154169;cgd8_610
chr8;154515;155297;cgd8_620
chr8;156366;158607;cgd8_630
chr8;159114;162958;cgd8_640
chr8;163355;164563;cgd8_650
chr8;165295;171270;cgd8_660
chr8;170584;171270;cgd8_670
chr8;173256;176696;cgd8_680
chr8;188303;190249;cgd8_690
chr8;20318;21592;cgd8_70
chr8;191361;197099;cgd8_700
chr8;197898;203381;cgd8_710
chr8;204296;204640;cgd8_720
chr8;205142;206780;cgd8_730
chr8;206738;207577;cgd8_740
chr8;208206;211247;cgd8_750
chr8;211343;212792;cgd8_760
chr8;213207;216794;cgd8_770
chr8;217030;218034;cgd8_780
chr8;217998;220324;cgd8_790
chr8;22054;23466;cgd8_80
chr8;220409;223790;cgd8_800
chr8;225019;230078;cgd8_810
chr8;230275;231776;cgd8_820
chr8;231851;232795;cgd8_830
chr8;233262;234502;cgd8_840
chr8;234582;235927;cgd8_850
chr8;236262;241393;cgd8_860
chr8;241850;243715;cgd8_870
chr8;243616;245161;cgd8_880
chr8;245281;246658;cgd8_890
chr8;23664;26513;cgd8_90
chr8;247061;249973;cgd8_900
chr8;250416;254162;cgd8_910
chr8;254229;255863;cgd8_920
chr8;256445;257061;cgd8_930
chr8;257495;258019;cgd8_940
chr8;257969;259725;cgd8_950
chr8;259950;262401;cgd8_960
chr8;262691;269008;cgd8_970
chr8;269104;270249;cgd8_980
chr8;271336;275247;cgd8_990
