gene;start;end;state;chromosome;chr;color
cgd4_2120;510763;512244;Known function;4;chr4;2
cgd4_2130;512337;513365;Known function;4;chr4;2
cgd4_2140;513678;514844;Unknown function;4;chr4;1
cgd4_2150;514926;517109;Known function;4;chr4;2
cgd4_2160;517451;518566;Known function;4;chr4;2
cgd4_2170;519008;521338;Unknown function;4;chr4;1
cgd4_2180;521347;524745;Known function;4;chr4;2
cgd4_2190;525136;526788;Known function;4;chr4;2
cgd4_220;59700;60399;Unknown function;4;chr4;1
cgd4_2200;527010;530720;Known function;4;chr4;2
cgd4_2210;531200;533932;Known function;4;chr4;2
cgd4_2220;533975;534367;Known function;4;chr4;2
cgd4_2230;534860;536518;Unknown function;4;chr4;1
cgd4_2240;536583;540548;Unknown function;4;chr4;1
cgd4_2250;540839;541765;Known function;4;chr4;2
cgd4_2260;542681;543637;Known function;4;chr4;2
cgd4_2270;544066;545208;Known function;4;chr4;2
cgd4_2280;545269;546030;Unknown function;4;chr4;1
cgd4_2290;546241;547013;Known function;4;chr4;2
cgd4_23;6504;6784;Unknown function;4;chr4;1
cgd4_230;60472;61785;Unknown function;4;chr4;1
cgd4_2300;547286;550489;Known function;4;chr4;2
cgd4_2310;550635;551321;Unknown function;4;chr4;1
cgd4_2320;551858;554347;Known function;4;chr4;2
cgd4_2330;554386;554700;Unknown function;4;chr4;1
cgd4_2340;554833;555282;Unknown function;4;chr4;1
cgd4_2350;555778;556830;Known function;4;chr4;2
cgd4_2360;557311;558519;Known function;4;chr4;2
cgd4_2370;558679;560358;Known function;4;chr4;2
cgd4_2373;560351;562738;Known function;4;chr4;2
cgd4_2380;563209;564624;Known function;4;chr4;2
cgd4_2385;564697;564779;Unknown function;4;chr4;1
cgd4_2390;565241;567670;Known function;4;chr4;2
cgd4_240;63499;64800;Known function;4;chr4;2
cgd4_2400;567738;568384;Known function;4;chr4;2
cgd4_2410;568759;570690;Unknown function;4;chr4;1
cgd4_2420;570764;572563;Known function;4;chr4;2
cgd4_243;65619;66121;Known function;4;chr4;2
cgd4_2430;573055;575568;Unknown function;4;chr4;1
cgd4_2440;575789;576376;Unknown function;4;chr4;1
cgd4_2450;576379;576942;Known function;4;chr4;2
cgd4_2460;576982;577881;Unknown function;4;chr4;1
cgd4_2470;578026;580560;Unknown function;4;chr4;1
cgd4_2480;580799;581401;Unknown function;4;chr4;1
cgd4_2490;581757;582470;Unknown function;4;chr4;1
cgd4_250;66523;67613;Known function;4;chr4;2
cgd4_2500;583121;583624;Unknown function;4;chr4;1
cgd4_2510;583955;585103;Unknown function;4;chr4;1
cgd4_2520;585204;586028;Unknown function;4;chr4;1
cgd4_2530;586402;587094;Unknown function;4;chr4;1
cgd4_2540;587806;589011;Known function;4;chr4;2
cgd4_2550;589017;590094;Known function;4;chr4;2
cgd4_2552;590200;590550;Unknown function;4;chr4;1
cgd4_2553;590874;591538;Unknown function;4;chr4;1
cgd4_2560;591689;594367;Known function;4;chr4;2
cgd4_2570;594844;596340;Known function;4;chr4;2
cgd4_2575;596362;596435;Unknown function;4;chr4;1
cgd4_2580;596652;599096;Known function;4;chr4;2
cgd4_2590;599113;600159;Known function;4;chr4;2
cgd4_260;68164;72818;Known function;4;chr4;2
cgd4_2600;600339;601376;Known function;4;chr4;2
cgd4_2610;601656;602339;Unknown function;4;chr4;1
cgd4_2620;602366;603340;Unknown function;4;chr4;1
cgd4_2633;603646;604963;Unknown function;4;chr4;1
cgd4_2650;605068;606948;Known function;4;chr4;2
cgd4_2660;607230;608060;Known function;4;chr4;2
cgd4_2670;608425;618810;Known function;4;chr4;2
cgd4_2680;618848;619618;Known function;4;chr4;2
cgd4_2690;619815;625217;Known function;4;chr4;2
cgd4_2693;625658;625873;Known function;4;chr4;2
cgd4_270;72892;73749;Known function;4;chr4;2
cgd4_2700;625975;627930;Known function;4;chr4;2
cgd4_2710;628187;628420;Known function;4;chr4;2
cgd4_2720;628597;633183;Known function;4;chr4;2
cgd4_2730;633533;636496;Unknown function;4;chr4;1
cgd4_2740;636516;637382;Known function;4;chr4;2
cgd4_2750;637507;638796;Known function;4;chr4;2
cgd4_2760;638965;639300;Known function;4;chr4;2
cgd4_2770;639510;641183;Known function;4;chr4;2
cgd4_2780;641190;642275;Known function;4;chr4;2
cgd4_2790;642529;643815;Known function;4;chr4;2
cgd4_280;73923;75710;Known function;4;chr4;2
cgd4_2800;644065;645201;Unknown function;4;chr4;1
cgd4_2810;646428;649708;Unknown function;4;chr4;1
cgd4_2820;650052;651044;Unknown function;4;chr4;1
cgd4_2830;651418;652194;Unknown function;4;chr4;1
cgd4_2840;652232;653041;Unknown function;4;chr4;1
cgd4_2850;653246;655303;Known function;4;chr4;2
cgd4_2860;656392;657771;Known function;4;chr4;2
cgd4_2870;657854;659386;Known function;4;chr4;2
cgd4_2880;659383;660693;Unknown function;4;chr4;1
cgd4_2890;660812;662845;Unknown function;4;chr4;1
cgd4_290;75965;78224;Known function;4;chr4;2
cgd4_2900;663261;703502;Known function;4;chr4;2
cgd4_2910;703627;705711;Known function;4;chr4;2
cgd4_2920;705725;707548;Unknown function;4;chr4;1
cgd4_2930;707873;709918;Known function;4;chr4;2
cgd4_2935;709971;710044;Unknown function;4;chr4;1
cgd4_2940;710150;711226;Known function;4;chr4;2
cgd4_2950;711619;712686;Known function;4;chr4;2
cgd4_2960;712690;713783;Known function;4;chr4;2
cgd4_2970;713838;715733;Known function;4;chr4;2
cgd4_2975;716208;716282;Unknown function;4;chr4;1
cgd4_2976;715883;715954;Unknown function;4;chr4;1
cgd4_2980;716001;718115;Known function;4;chr4;2
cgd4_2990;718129;719592;Known function;4;chr4;2
cgd4_30;7692;9168;Unknown function;4;chr4;1
cgd4_300;78301;79915;Known function;4;chr4;2
cgd4_3000;719728;721836;Known function;4;chr4;2
cgd4_3010;722651;723466;Unknown function;4;chr4;1
cgd4_3020;723572;724726;Known function;4;chr4;2
cgd4_3030;725026;726018;Known function;4;chr4;2
cgd4_3040;726209;727525;Known function;4;chr4;2
cgd4_3050;727727;728824;Known function;4;chr4;2
cgd4_3060;729036;729428;Unknown function;4;chr4;1
cgd4_3070;729503;730163;Unknown function;4;chr4;1
cgd4_3080;730437;730916;Known function;4;chr4;2
cgd4_3090;731601;733217;Known function;4;chr4;2
cgd4_31;9437;9703;Unknown function;4;chr4;1
cgd4_310;80208;81236;Known function;4;chr4;2
cgd4_3100;733655;738550;Known function;4;chr4;2
cgd4_3110;738835;741263;Known function;4;chr4;2
cgd4_3120;741862;743460;Known function;4;chr4;2
cgd4_3130;743477;744235;Known function;4;chr4;2
cgd4_3140;744344;745527;Known function;4;chr4;2
cgd4_3150;745604;748142;Known function;4;chr4;2
cgd4_3160;748419;749995;Known function;4;chr4;2
cgd4_3170;750069;750485;Unknown function;4;chr4;1
cgd4_3180;750766;752330;Known function;4;chr4;2
cgd4_3190;752525;753045;Known function;4;chr4;2
cgd4_3193;753135;753710;Unknown function;4;chr4;1
cgd4_32;9890;11383;Unknown function;4;chr4;1
cgd4_320;81699;82272;Unknown function;4;chr4;1
cgd4_3200;753870;754609;Known function;4;chr4;2
cgd4_3210;754741;755458;Unknown function;4;chr4;1
cgd4_3220;755495;756899;Known function;4;chr4;2
cgd4_3230;756942;759326;Known function;4;chr4;2
cgd4_3240;760091;761269;Unknown function;4;chr4;1
cgd4_3250;761266;763299;Known function;4;chr4;2
cgd4_3260;763400;763854;Known function;4;chr4;2
cgd4_3270;764923;767343;Known function;4;chr4;2
cgd4_3280;767790;770045;Known function;4;chr4;2
cgd4_3290;771861;773408;Known function;4;chr4;2
cgd4_330;83059;83517;Unknown function;4;chr4;1
cgd4_3300;774611;775405;Unknown function;4;chr4;1
cgd4_3310;775567;777498;Known function;4;chr4;2
cgd4_3313;777932;778483;Unknown function;4;chr4;1
cgd4_3320;778505;780992;Known function;4;chr4;2
cgd4_3330;781535;784658;Known function;4;chr4;2
cgd4_3340;785258;787486;Known function;4;chr4;2
cgd4_3350;788621;789905;Known function;4;chr4;2
cgd4_3360;790625;792307;Known function;4;chr4;2
cgd4_3370;792611;793210;Unknown function;4;chr4;1
cgd4_3380;793422;794168;Unknown function;4;chr4;1
cgd4_3390;794561;798541;Known function;4;chr4;2
cgd4_340;83692;85515;Known function;4;chr4;2
cgd4_3400;798953;801578;Known function;4;chr4;2
cgd4_3410;803121;806256;Known function;4;chr4;2
cgd4_3420;807429;810299;Known function;4;chr4;2
cgd4_3430;811153;817539;Unknown function;4;chr4;1
cgd4_3440;817710;820097;Unknown function;4;chr4;1
cgd4_3450;821305;830094;Unknown function;4;chr4;1
cgd4_3460;831237;833465;Unknown function;4;chr4;1
cgd4_3470;834026;835351;Unknown function;4;chr4;1
cgd4_3480;835841;837187;Unknown function;4;chr4;1
cgd4_3490;837221;838831;Unknown function;4;chr4;1
cgd4_350;85918;86763;Unknown function;4;chr4;1
cgd4_3500;839264;839680;Unknown function;4;chr4;1
cgd4_3510;839742;840365;Unknown function;4;chr4;1
cgd4_3520;840597;843605;Unknown function;4;chr4;1
cgd4_3530;844538;850791;Unknown function;4;chr4;1
cgd4_3540;851496;852601;Unknown function;4;chr4;1
cgd4_3550;853086;856775;Known function;4;chr4;2
cgd4_3560;857901;859496;Unknown function;4;chr4;1
cgd4_3570;859814;862847;Known function;4;chr4;2
cgd4_3580;862776;865477;Known function;4;chr4;2
cgd4_3590;866273;869053;Known function;4;chr4;2
cgd4_360;87283;89964;Known function;4;chr4;2
cgd4_3600;869376;872354;Known function;4;chr4;2
cgd4_3610;872852;874600;Unknown function;4;chr4;1
cgd4_3620;875199;875815;Known function;4;chr4;2
cgd4_3630;876389;880768;Unknown function;4;chr4;1
cgd4_3640;881373;882546;Unknown function;4;chr4;1
cgd4_3650;882949;884993;Unknown function;4;chr4;1
cgd4_3660;885574;886026;Unknown function;4;chr4;1
cgd4_3670;887492;889411;Unknown function;4;chr4;1
cgd4_3680;889721;891409;Unknown function;4;chr4;1
cgd4_3690;892706;895846;Known function;4;chr4;2
cgd4_370;90500;92170;Known function;4;chr4;2
cgd4_3700;897323;898090;Unknown function;4;chr4;1
cgd4_3710;898429;901668;Known function;4;chr4;2
cgd4_3720;902735;906688;Known function;4;chr4;2
cgd4_3723;907689;908314;Known function;4;chr4;2
cgd4_3730;908424;910080;Known function;4;chr4;2
cgd4_3733;909330;909861;Unknown function;4;chr4;1
cgd4_3740;910358;911122;Known function;4;chr4;2
cgd4_3750;912169;914109;Unknown function;4;chr4;1
cgd4_3760;914874;915476;Known function;4;chr4;2
cgd4_3770;916442;919564;Known function;4;chr4;2
cgd4_3780;919761;920129;Unknown function;4;chr4;1
cgd4_3790;920935;921936;Unknown function;4;chr4;1
cgd4_380;93000;94733;Known function;4;chr4;2
cgd4_3800;922317;923426;Known function;4;chr4;2
cgd4_3810;923912;925426;Known function;4;chr4;2
cgd4_3820;925509;928196;Unknown function;4;chr4;1
cgd4_3830;929578;934788;Known function;4;chr4;2
cgd4_3840;935717;942280;Known function;4;chr4;2
cgd4_3850;942785;944464;Known function;4;chr4;2
cgd4_3860;945289;947624;Known function;4;chr4;2
cgd4_3870;948120;954326;Unknown function;4;chr4;1
cgd4_3880;954375;955583;Known function;4;chr4;2
cgd4_3890;956183;956893;Known function;4;chr4;2
cgd4_390;95154;96257;Known function;4;chr4;2
cgd4_3900;956900;957871;Known function;4;chr4;2
cgd4_3910;960598;961611;Unknown function;4;chr4;1
cgd4_3920;964428;965504;Known function;4;chr4;2
cgd4_3930;965456;966511;Known function;4;chr4;2
cgd4_3940;966735;967118;Known function;4;chr4;2
cgd4_3950;968903;972130;Known function;4;chr4;2
cgd4_3960;972685;973158;Unknown function;4;chr4;1
cgd4_3970;973686;976271;Unknown function;4;chr4;1
cgd4_3980;977086;979740;Known function;4;chr4;2
cgd4_3990;979991;981733;Unknown function;4;chr4;1
cgd4_3995;980497;980622;Unknown function;4;chr4;1
cgd4_40;11623;13671;Known function;4;chr4;2
cgd4_400;96659;98712;Known function;4;chr4;2
cgd4_4000;982096;982554;Known function;4;chr4;2
cgd4_4010;982946;985162;Unknown function;4;chr4;1
cgd4_4020;986590;987872;Known function;4;chr4;2
cgd4_4030;988161;989154;Known function;4;chr4;2
cgd4_4040;989612;991048;Known function;4;chr4;2
cgd4_405;98644;98730;Unknown function;4;chr4;1
cgd4_4050;992035;993840;Known function;4;chr4;2
cgd4_4060;994339;997611;Known function;4;chr4;2
cgd4_4070;997697;998011;Unknown function;4;chr4;1
cgd4_4080;998380;999801;Known function;4;chr4;2
cgd4_4090;1000531;1003722;Known function;4;chr4;2
cgd4_410;98930;100087;Known function;4;chr4;2
cgd4_4100;1004816;1005754;Known function;4;chr4;2
cgd4_4110;1006655;1007620;Unknown function;4;chr4;1
cgd4_4120;1008650;1011448;Known function;4;chr4;2
cgd4_4130;1012442;1013392;Known function;4;chr4;2
cgd4_4140;1014056;1018393;Known function;4;chr4;2
cgd4_4150;1019851;1020876;Known function;4;chr4;2
cgd4_4160;1021737;1023107;Unknown function;4;chr4;1
cgd4_4170;1023589;1024050;Unknown function;4;chr4;1
cgd4_4180;1024001;1024372;Unknown function;4;chr4;1
cgd4_4190;1024488;1024859;Unknown function;4;chr4;1
cgd4_420;100590;101411;Known function;4;chr4;2
cgd4_4200;1025232;1026329;Known function;4;chr4;2
cgd4_4210;1026816;1029170;Unknown function;4;chr4;1
cgd4_4220;1029346;1034490;Known function;4;chr4;2
cgd4_4230;1034931;1037333;Known function;4;chr4;2
cgd4_4240;1037652;1041104;Known function;4;chr4;2
cgd4_4253;1041430;1043338;Known function;4;chr4;2
cgd4_4270;1043942;1044889;Unknown function;4;chr4;1
cgd4_4280;1045424;1046712;Known function;4;chr4;2
cgd4_4290;1046751;1049390;Known function;4;chr4;2
cgd4_430;101524;103743;Known function;4;chr4;2
cgd4_4300;1049810;1052122;Known function;4;chr4;2
cgd4_4303;1052430;1053521;Unknown function;4;chr4;1
cgd4_4310;1054102;1055622;Known function;4;chr4;2
cgd4_4320;1055778;1058384;Known function;4;chr4;2
cgd4_4330;1059685;1061430;Unknown function;4;chr4;1
cgd4_4340;1062437;1064107;Known function;4;chr4;2
cgd4_4350;1064610;1067150;Known function;4;chr4;2
cgd4_4360;1067523;1069496;Known function;4;chr4;2
cgd4_4370;1070123;1072630;Unknown function;4;chr4;1
cgd4_4380;1072944;1073618;Unknown function;4;chr4;1
cgd4_4390;1073561;1074677;Unknown function;4;chr4;1
cgd4_440;104416;107859;Known function;4;chr4;2
cgd4_4400;1075335;1076315;Unknown function;4;chr4;1
cgd4_4410;1076585;1079729;Known function;4;chr4;2
cgd4_4423;1079856;1081106;Known function;4;chr4;2
cgd4_4440;1081550;1085584;Known function;4;chr4;2
cgd4_4450;1085928;1087610;Known function;4;chr4;2
cgd4_4460;1088058;1089653;Known function;4;chr4;2
cgd4_4470;1090295;1092049;Known function;4;chr4;2
cgd4_4480;1092830;1094059;Known function;4;chr4;2
cgd4_4490;1095136;1097952;Known function;4;chr4;2
cgd4_450;107852;115123;Known function;4;chr4;2
cgd4_4500;1099131;1101460;Known function;4;chr4;2
cgd4_4503;1102420;1103291;Unknown function;4;chr4;1
cgd4_460;116180;117794;Known function;4;chr4;2
cgd4_470;117882;118673;Known function;4;chr4;2
cgd4_480;119046;123077;Unknown function;4;chr4;1
cgd4_490;123990;129012;Unknown function;4;chr4;1
cgd4_50;13731;14279;Unknown function;4;chr4;1
cgd4_500;129551;132704;Known function;4;chr4;2
cgd4_510;133828;139245;Known function;4;chr4;2
cgd4_520;141204;142361;Unknown function;4;chr4;1
cgd4_530;142556;143707;Known function;4;chr4;2
cgd4_540;144457;146113;Known function;4;chr4;2
cgd4_550;146202;147293;Unknown function;4;chr4;1
cgd4_560;147999;148916;Unknown function;4;chr4;1
cgd4_570;149459;151037;Known function;4;chr4;2
cgd4_580;152085;154930;Known function;4;chr4;2
cgd4_590;156397;156786;Known function;4;chr4;2
cgd4_60;14423;16792;Known function;4;chr4;2
cgd4_600;157277;159193;Known function;4;chr4;2
cgd4_610;160341;162674;Known function;4;chr4;2
cgd4_620;162845;163632;Known function;4;chr4;2
cgd4_63;17604;18169;Unknown function;4;chr4;1
cgd4_630;163623;164222;Known function;4;chr4;2
cgd4_640;164601;171893;Known function;4;chr4;2
cgd4_650;172099;178039;Known function;4;chr4;2
cgd4_660;178291;179201;Known function;4;chr4;2
cgd4_670;179439;182255;Known function;4;chr4;2
cgd4_680;182782;184824;Unknown function;4;chr4;1
cgd4_690;186505;192309;Known function;4;chr4;2
cgd4_70;17944;20348;Known function;4;chr4;2
cgd4_700;192796;194085;Unknown function;4;chr4;1
cgd4_710;194610;195284;Known function;4;chr4;2
cgd4_720;195769;196812;Known function;4;chr4;2
cgd4_730;197806;199617;Unknown function;4;chr4;1
cgd4_740;199497;200304;Known function;4;chr4;2
cgd4_743;200514;201143;Known function;4;chr4;2
cgd4_750;201199;203641;Known function;4;chr4;2
cgd4_753;203671;204632;Known function;4;chr4;2
cgd4_760;205052;206001;Known function;4;chr4;2
cgd4_770;206724;211043;Known function;4;chr4;2
cgd4_780;211840;217233;Known function;4;chr4;2
cgd4_790;217578;217826;Known function;4;chr4;2
cgd4_80;20603;23113;Known function;4;chr4;2
cgd4_800;217884;219329;Known function;4;chr4;2
cgd4_810;220314;222125;Known function;4;chr4;2
cgd4_820;222765;224978;Known function;4;chr4;2
cgd4_830;225070;226047;Unknown function;4;chr4;1
cgd4_840;226267;227281;Known function;4;chr4;2
cgd4_850;227783;234058;Known function;4;chr4;2
cgd4_860;234598;238877;Known function;4;chr4;2
cgd4_870;239167;242551;Unknown function;4;chr4;1
cgd4_880;242653;244674;Known function;4;chr4;2
cgd4_890;245557;245885;Known function;4;chr4;2
cgd4_90;23112;24120;Known function;4;chr4;2
cgd4_900;246698;249826;Known function;4;chr4;2
cgd4_910;250370;252022;Known function;4;chr4;2
cgd4_920;253576;255153;Known function;4;chr4;2
cgd4_930;255590;258288;Known function;4;chr4;2
cgd4_940;258992;259873;Unknown function;4;chr4;1
cgd4_950;260137;261792;Known function;4;chr4;2
cgd4_960;261816;262721;Known function;4;chr4;2
cgd4_970;263065;265638;Known function;4;chr4;2
cgd4_980;265193;267011;Unknown function;4;chr4;1
cgd4_990;267836;268789;Known function;4;chr4;2
cgd5_10;3913;6269;Unknown function;5;chr5;1
cgd5_100;31050;34420;Known function;5;chr5;2
cgd5_1000;240510;243116;Unknown function;5;chr5;1
cgd5_1010;244398;246713;Unknown function;5;chr5;1
cgd5_1020;246793;248313;Known function;5;chr5;2
cgd5_1030;248449;249651;Unknown function;5;chr5;1
cgd5_1040;249966;250613;Known function;5;chr5;2
cgd5_1050;250651;251883;Unknown function;5;chr5;1
cgd5_1060;251884;252543;Unknown function;5;chr5;1
cgd5_1070;252748;253509;Known function;5;chr5;2
cgd5_1080;253695;255035;Known function;5;chr5;2
cgd5_1090;255455;256570;Unknown function;5;chr5;1
cgd5_110;34633;37201;Known function;5;chr5;2
cgd5_1100;256759;258249;Unknown function;5;chr5;1
cgd5_1110;258264;259019;Known function;5;chr5;2
cgd5_1120;259409;261139;Known function;5;chr5;2
cgd5_1130;261154;262473;Known function;5;chr5;2
cgd5_1140;262718;264052;Known function;5;chr5;2
cgd5_1150;264078;265381;Known function;5;chr5;2
cgd5_1160;265539;266828;Known function;5;chr5;2
cgd5_1170;266934;269189;Known function;5;chr5;2
cgd5_1180;269264;271752;Known function;5;chr5;2
cgd5_1190;271851;273023;Known function;5;chr5;2
cgd5_120;37358;38494;Known function;5;chr5;2
cgd5_1200;273104;275065;Known function;5;chr5;2
cgd5_1210;275246;276478;Unknown function;5;chr5;1
cgd5_1220;277001;278065;Unknown function;5;chr5;1
cgd5_1230;278259;279011;Unknown function;5;chr5;1
cgd5_1240;279026;281278;Known function;5;chr5;2
cgd5_1250;281757;284075;Known function;5;chr5;2
cgd5_1260;284192;285134;Known function;5;chr5;2
cgd5_1270;285355;286482;Known function;5;chr5;2
cgd5_1280;286486;289287;Known function;5;chr5;2
cgd5_1290;289441;291081;Known function;5;chr5;2
cgd5_130;39268;45033;Known function;5;chr5;2
cgd5_1300;291182;292360;Unknown function;5;chr5;1
cgd5_1310;292454;293269;Known function;5;chr5;2
cgd5_1320;293550;294653;Known function;5;chr5;2
cgd5_1330;294914;295675;Known function;5;chr5;2
cgd5_1340;295838;296659;Known function;5;chr5;2
cgd5_1350;296656;297051;Unknown function;5;chr5;1
